label,dur,rate,proto,dpkts,sttl,dwin,dttl,smean,sbytes,decision,nn_output,threshold
NORMAL,1,512,96,44,508,1,504,12,8,1,191369,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,780344,-420650
ATTACK,1,512,96,36,508,1,504,16,13,1,178539,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,777947,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,774048,-420650
ATTACK,3,512,96,84,124,1,504,13,19,1,559456,-420650
ATTACK,0,0,96,68,124,1,504,10,5,1,548279,-420650
ATTACK,0,0,512,0,0,0,0,18,0,1,773890,-420650
ATTACK,0,0,96,20,508,1,504,30,12,1,177759,-420650
ATTACK,0,0,96,36,124,1,504,28,12,1,535826,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,20,508,1,504,20,9,1,167859,-420650
ATTACK,0,0,96,20,508,1,504,37,14,1,181891,-420650
ATTACK,2,512,96,84,124,1,504,13,18,1,559456,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,272,0,508,0,0,294,18,1,-102496,-420650
ATTACK,0,0,96,60,124,1,504,30,13,1,556204,-420650
ATTACK,40,512,512,0,508,0,0,13,33,1,734793,-420650
ATTACK,0,0,96,44,508,1,504,15,11,1,190185,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,730863,-420650
ATTACK,1,512,96,84,124,1,504,59,44,1,600246,-420650
ATTACK,0,0,96,44,508,1,504,16,10,1,193127,-420650
ATTACK,7,512,96,84,124,1,504,13,19,1,559456,-420650
ATTACK,0,0,96,28,508,1,504,424,272,1,692878,-420650
ATTACK,0,0,96,20,508,1,504,231,106,1,424724,-420650
NORMAL,0,0,272,12,62,0,58,59,8,0,-576509,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,723735,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,718634,-420650
ATTACK,0,0,96,20,508,1,504,19,9,1,166663,-420650
NORMAL,0,0,272,4,62,0,58,20,1,0,-601919,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,452,62,1,58,32,146,1,-390969,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,709986,-420650
NORMAL,0,0,96,20,508,1,504,13,7,1,162133,-420650
NORMAL,0,0,96,92,62,1,58,78,67,0,-470537,-420650
NORMAL,0,0,96,244,62,1,58,17,55,0,-843796,-420650
ATTACK,0,0,96,28,508,1,504,16,8,1,173604,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,108,62,1,58,67,69,0,-462841,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,703227,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,96,36,124,1,504,45,17,1,553549,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,696846,-420650
NORMAL,0,0,96,196,62,1,58,18,45,0,-372593,-420650
ATTACK,1,512,96,84,124,1,504,374,482,1,1351610,-420650
NORMAL,0,0,96,340,62,1,58,16,75,0,-561413,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,96,20,508,1,504,30,12,1,175596,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,28,124,1,504,28,12,1,530677,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
ATTACK,7,512,96,340,508,1,504,512,512,1,814316,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,687216,-420650
ATTACK,57,512,272,0,508,0,0,109,281,1,201805,-420650
ATTACK,0,0,96,44,508,1,504,96,40,1,256462,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,2,512,96,76,508,1,504,512,512,1,392983,-420650
NORMAL,0,0,96,36,62,1,58,53,16,0,-628981,-420650
NORMAL,0,0,96,164,62,1,58,346,512,1,-266570,-420650
NORMAL,9,455,272,0,508,0,0,254,32,1,-109270,-420650
ATTACK,0,0,96,28,508,1,504,35,17,1,186181,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,2,512,96,36,508,1,504,34,16,1,196213,-420650
ATTACK,1,512,96,116,124,1,504,15,16,1,589039,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,1,512,96,52,508,1,504,512,512,1,390711,-420650
NORMAL,0,0,96,364,62,1,58,16,80,0,-515531,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-328131,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,1,512,96,76,508,1,504,512,512,1,392983,-420650
ATTACK,0,0,512,4,508,0,120,55,8,1,669613,-420650
ATTACK,0,0,272,4,124,0,504,24,1,1,615191,-420650
ATTACK,1,512,96,36,124,1,504,30,12,1,537448,-420650
NORMAL,0,0,96,108,62,1,58,67,64,1,106407,-420650
ATTACK,0,0,272,0,508,0,0,16,1,0,-423296,-420650
NORMAL,0,0,96,276,62,1,58,17,62,0,-757382,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,661309,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,68,62,1,58,36,23,0,-598499,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,656804,-420650
ATTACK,7,512,512,0,508,0,0,123,84,1,536449,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,196,62,1,58,18,47,0,-374017,-420650
ATTACK,0,0,96,68,124,1,504,24,13,1,555497,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
ATTACK,0,0,96,20,508,1,504,113,38,1,250042,-420650
ATTACK,5,512,96,196,124,1,504,59,115,1,362479,-420650
NORMAL,0,0,96,68,62,1,58,53,24,1,181787,-420650
NORMAL,0,0,272,4,62,0,58,20,1,0,-601919,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,14,1,1,-48701,-420650
NORMAL,1,512,96,68,62,1,58,53,24,0,-571005,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,527459,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,523304,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,7,0,1,-49824,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,521846,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,517916,-420650
NORMAL,0,0,96,28,508,1,504,14,7,1,172280,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,511535,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,507380,-420650
ATTACK,39,512,96,60,508,1,504,115,87,1,265241,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,96,20,508,1,504,37,15,1,181962,-420650
NORMAL,0,0,96,164,62,1,58,338,512,1,-267586,-420650
NORMAL,0,0,96,92,62,1,58,46,57,0,-516350,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,1,512,96,36,124,1,504,10,5,1,524330,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,500477,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650
NORMAL,0,0,96,68,62,1,58,101,63,0,-470750,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,272,0,508,0,0,254,16,1,-108337,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,495371,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,489591,-420650
NORMAL,0,0,96,28,124,1,504,29,12,1,529951,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,484683,-420650
ATTACK,0,0,96,20,508,1,504,37,15,1,181891,-420650
ATTACK,1,512,96,28,508,1,504,16,8,1,173604,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,36,508,1,504,20,15,1,181997,-420650
NORMAL,0,0,96,68,62,1,58,53,24,0,-571005,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,478697,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,96,20,508,1,504,30,13,1,177759,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650
NORMAL,1,512,96,36,124,1,504,30,12,1,537448,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,96,68,124,1,504,28,12,1,559607,-420650
ATTACK,57,512,96,512,508,1,504,512,512,1,1087252,-420650
ATTACK,0,0,272,0,508,0,0,30,2,0,-537304,-420650
ATTACK,0,0,96,28,508,1,504,16,8,1,173604,-420650
NORMAL,0,0,96,68,62,1,58,48,25,0,-579925,-420650
NORMAL,1,512,96,44,508,1,504,34,19,1,203023,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,14,1,1,-48701,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,467750,-420650
ATTACK,0,0,96,60,508,1,504,73,31,1,259905,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,461711,-420650
ATTACK,10,409,512,0,508,0,0,38,5,1,453140,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,96,20,508,1,504,14,7,1,162133,-420650
ATTACK,0,0,96,28,508,1,504,36,14,1,191722,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
ATTACK,0,0,96,20,508,1,504,28,12,0,-1081347,-420650
ATTACK,0,0,96,20,508,1,504,64,23,1,205740,-420650
ATTACK,2,512,96,36,508,1,504,18,9,1,184213,-420650
ATTACK,0,0,272,0,508,0,0,34,2,1,-42761,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,279914,-420650
NORMAL,0,0,96,68,62,1,58,53,24,0,-571005,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650
NORMAL,0,0,96,36,508,1,504,18,9,1,184213,-420650
NORMAL,1,512,96,28,508,1,504,26,11,1,181822,-420650
ATTACK,1,512,96,100,508,1,504,62,64,1,257692,-420650
NORMAL,0,0,96,44,62,1,58,14,6,0,-656996,-420650
NORMAL,3,512,96,68,62,1,58,36,23,0,-598499,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,164,62,1,58,19,39,0,-424743,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,444119,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,438477,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
NORMAL,0,0,96,28,62,1,58,14,4,0,-553089,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,14,1,1,-48701,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,433233,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,428161,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650
NORMAL,0,0,96,68,62,1,58,36,23,0,-598499,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
NORMAL,0,0,96,244,62,1,58,17,55,0,-844460,-420650
ATTACK,0,0,96,76,124,1,504,120,90,1,697261,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,96,52,508,1,504,16,11,1,200157,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,2,512,96,204,62,1,58,26,59,1,-365321,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,419484,-420650
ATTACK,0,0,96,28,508,1,504,136,46,1,293587,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,418003,-420650
ATTACK,0,0,96,28,508,1,504,16,8,1,173604,-420650
NORMAL,0,0,272,12,62,0,58,59,8,0,-576509,-420650
ATTACK,0,0,96,28,508,1,504,78,33,1,221987,-420650
NORMAL,1,512,96,68,62,1,58,53,24,0,-571005,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,272,0,508,0,0,163,10,1,-81165,-420650
ATTACK,1,512,96,28,508,1,504,32,16,1,185045,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,410303,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,96,28,508,1,504,16,8,1,173604,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,405030,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,96,44,124,1,504,27,12,1,540878,-420650
NORMAL,0,0,96,292,62,1,58,17,65,0,-711271,-420650
ATTACK,0,0,96,36,508,1,504,49,22,1,208696,-420650
NORMAL,0,0,96,68,62,1,58,97,61,0,-478858,-420650
NORMAL,0,0,96,28,508,1,504,113,38,1,260285,-420650
ATTACK,0,0,96,28,508,1,504,16,8,1,173604,-420650
ATTACK,1,512,96,36,124,1,504,31,13,1,538068,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,397144,-420650
NORMAL,0,0,272,4,62,0,58,21,1,0,-601466,-420650
ATTACK,0,0,96,36,508,1,504,152,71,1,314949,-420650
ATTACK,0,0,96,76,124,1,504,80,57,1,615835,-420650
NORMAL,0,0,96,68,62,1,58,36,23,0,-598499,-420650
ATTACK,0,0,96,28,508,1,504,14,7,1,172280,-420650
ATTACK,1,512,96,36,508,1,504,72,31,1,226881,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,392289,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,386825,-420650
ATTACK,0,0,96,36,508,1,504,16,13,1,178539,-420650
ATTACK,0,0,272,0,508,0,0,222,14,1,-112358,-420650
NORMAL,0,0,272,0,508,0,0,254,16,1,-108337,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,2,512,96,28,124,1,504,10,5,1,518797,-420650
NORMAL,0,0,96,268,62,1,58,17,60,0,-780390,-420650
ATTACK,0,0,96,36,508,1,504,29,15,1,190531,-420650
ATTACK,0,0,96,172,124,1,504,21,16,1,700867,-420650
NORMAL,0,0,96,116,62,1,58,70,71,0,-453593,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,378551,-420650
NORMAL,1,512,96,28,508,1,504,113,38,1,260285,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
NORMAL,0,0,272,4,62,0,58,20,1,0,-601919,-420650
ATTACK,0,0,272,0,508,0,0,22,1,1,-46197,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,372737,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,20,62,1,58,306,139,1,-211864,-420650
ATTACK,0,0,96,28,508,1,504,26,11,1,183444,-420650
ATTACK,0,0,272,0,508,0,0,254,16,1,-108337,-420650
NORMAL,0,0,96,4,124,1,504,70,15,1,551758,-420650
ATTACK,0,0,512,0,508,0,0,33,2,1,366918,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,196,62,1,58,18,45,0,-414995,-420650
NORMAL,1,512,96,68,62,1,58,48,25,0,-579925,-420650
NORMAL,0,0,96,68,62,1,58,36,23,0,-598499,-420650
ATTACK,1,512,96,28,508,1,504,14,7,1,172280,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,20,62,1,58,306,139,1,-211864,-420650
ATTACK,1,512,96,52,508,1,504,512,512,1,390711,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,20,508,1,504,23,10,1,171213,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,357727,-420650
NORMAL,0,0,96,292,62,1,58,17,65,0,-711767,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,1,512,96,28,508,1,504,16,8,1,173604,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,350907,-420650
NORMAL,0,0,272,12,62,0,58,56,8,0,-577068,-420650
ATTACK,0,0,272,0,508,0,0,53,3,1,-36954,-420650
NORMAL,1,512,96,512,62,1,58,14,166,1,-300237,-420650
ATTACK,2,512,96,84,124,1,504,14,17,1,559196,-420650
ATTACK,0,0,272,0,508,0,0,7,0,1,-49824,-420650
NORMAL,0,0,96,260,62,1,58,17,59,0,-801063,-420650
ATTACK,0,0,96,60,124,1,504,10,5,1,540893,-420650
NORMAL,0,0,272,0,508,0,0,254,16,1,-108337,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,512,0,0,0,0,18,0,1,342984,-420650
NORMAL,0,0,96,164,62,1,58,26,35,0,-420705,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
NORMAL,0,0,96,28,62,1,58,14,4,1,17560,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
NORMAL,0,0,96,92,62,1,58,84,72,0,-466049,-420650
ATTACK,0,0,96,20,508,1,504,16,8,1,164492,-420650
ATTACK,57,512,512,0,508,0,0,124,512,1,183593,-420650
NORMAL,0,0,96,68,62,1,58,36,23,0,-598499,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,164,62,1,58,19,39,0,-424743,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,268,62,1,58,17,60,0,-778216,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,180563,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,52,62,1,58,21,22,0,-642899,-420650
ATTACK,0,0,96,28,508,1,504,16,8,1,173604,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,254,16,1,-108337,-420650
ATTACK,0,0,96,20,508,1,504,30,13,1,177759,-420650
NORMAL,0,0,272,4,62,0,58,20,1,0,-601919,-420650
NORMAL,0,0,96,28,508,1,504,420,269,1,687533,-420650
NORMAL,0,0,96,68,62,1,58,48,25,0,-579925,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,411252,-420650
ATTACK,0,0,96,28,508,1,504,34,16,1,186241,-420650
NORMAL,0,0,96,68,62,1,58,36,23,0,-598499,-420650
NORMAL,0,0,272,4,62,0,58,20,1,0,-601919,-420650
NORMAL,0,0,272,12,62,0,58,59,8,0,-576509,-420650
ATTACK,26,512,96,512,508,1,504,512,512,1,1089829,-420650
ATTACK,0,0,96,20,508,1,504,14,7,1,162133,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,172948,-420650
NORMAL,0,0,96,92,62,1,58,46,57,0,-516350,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,1,512,96,452,62,1,58,31,148,1,-392547,-420650
NORMAL,0,0,272,12,62,0,58,59,8,0,-576509,-420650
ATTACK,9,512,512,0,508,0,0,19,81,1,174724,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,173720,-420650
