label,switch_pred,switch_nn_output,f0,f1,f2,f3,f4,f5,f6,f7,f8
0,0,-1293221,45,-756,-293,489,509,-345,-286,-16,35
0,0,-1493809,210,-756,-293,-537,-515,-345,-1050,-22,-44
1,1,282581,210,368,-420,-537,-515,-345,478,-21,-45
1,1,215181,45,-600,686,489,509,-345,-286,-21,-4
0,0,-922647,45,368,-420,489,-515,-345,1241,-24,-45
1,1,628323,45,368,686,489,509,869,-286,-22,-44
1,1,284109,210,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,1749528,210,368,-420,-537,-515,2083,478,-23,-45
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,0,112481,45,-600,686,489,509,869,-286,-21,-41
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,211355,45,-600,686,489,509,-345,-286,-21,-38
1,1,266827,45,368,686,489,509,383,-286,-22,-42
1,0,-73281,45,368,686,489,509,-345,-286,1,-43
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-73281,45,368,686,489,509,-345,-286,-19,-44
0,0,-1280572,45,-756,-293,489,509,-345,-286,-14,87
0,1,282581,210,368,-420,-537,-515,-345,478,-21,-45
0,0,-1309582,45,-756,-293,489,509,-345,-286,-13,-36
0,0,-73281,45,368,686,489,509,-345,-286,-21,-42
1,1,1077545,-2674,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1297021,210,-756,-293,-537,-515,140,-1050,-23,-44
1,1,569487,-559,368,-420,-537,-515,-345,478,-23,-45
1,1,127610,45,-600,686,489,509,869,-286,-21,-29
1,0,-73281,45,368,686,489,509,-345,-286,-20,-42
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,1,282581,210,368,-420,-537,-515,-345,478,-21,-45
0,1,266827,45,368,686,489,509,383,-286,-21,-42
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,1111446,-2867,368,-420,-537,-515,-345,478,-23,-45
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
0,0,-1297021,210,-756,-293,-537,-515,140,-1050,-23,-44
0,0,-1270155,45,-756,-293,489,509,-345,-286,-12,130
1,1,1029742,-2400,368,-420,-537,-515,-345,478,-23,-45
0,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,520477,45,-600,686,489,509,869,-286,-17,297
0,0,-73281,45,368,686,489,509,-345,-286,-22,-44
0,0,-1158178,45,-756,-293,489,509,869,-286,-19,-10
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,867967,-1493,368,-420,-537,-515,-345,478,-23,-45
0,0,-1158178,45,-756,-293,489,509,869,-286,-19,-10
0,0,-1297021,210,-756,-293,-537,-515,140,-1050,-23,-44
1,1,432711,-202,368,-420,-537,-515,-345,478,-23,-45
1,1,206697,45,-600,686,489,509,-345,-286,-20,198
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,0,96541,45,-600,686,489,509,-345,-286,-9,2658
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,653071,-779,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-822850,-2839,-913,-420,-537,-515,-345,478,-24,-45
0,0,-1297021,210,-756,-293,-537,-515,140,-1050,-23,-44
1,1,1082923,-2702,368,-420,-537,-515,-345,478,-23,-45
1,1,356849,45,-600,686,489,509,1355,-286,-21,-32
1,1,516295,-422,368,-420,-537,-515,-345,478,-23,-45
0,0,-1311826,45,-756,-293,489,509,-345,-286,-19,-39
1,0,-209709,210,368,-157,-537,-515,-345,-1050,-24,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,1,282581,210,368,-420,-537,-515,-345,478,-21,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,0,112481,45,-600,686,489,509,869,-286,-21,-41
0,0,-1309582,45,-756,-293,489,509,-345,-286,-12,-36
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,1,284109,210,368,-420,-537,-515,-345,478,-24,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,627559,45,368,686,489,509,869,-286,-21,-44
1,0,-73281,45,368,686,489,509,-345,-286,180,-43
1,1,349115,18,368,-420,-537,-515,-345,478,-23,-45
0,0,-1293221,45,-756,-293,489,509,-345,-286,-16,35
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
0,0,-73281,45,368,686,489,509,-345,-286,-21,-43
1,1,805319,-1246,368,-420,-537,-515,-345,478,-23,-45
0,0,-1287265,45,-756,-293,489,509,-345,-286,-15,58
1,1,627559,45,368,686,489,509,869,-286,-21,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-73281,45,368,686,489,509,-345,-286,-16,-44
1,1,284109,210,368,-420,-537,-515,-345,478,-23,-45
0,0,-822850,-2839,-913,-420,-537,-515,-345,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,284109,210,368,-420,-537,-515,-345,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,0,-73281,45,368,686,489,509,-345,-286,-16,-44
1,0,-984589,-10,-913,-420,-537,-515,-345,478,-24,-45
1,1,627559,45,368,686,489,509,869,-286,-21,-44
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-21,-42
1,1,545242,45,-600,686,489,509,1841,-286,99,-38
1,1,628323,45,368,686,489,509,869,-286,-22,-44
1,0,19771,-394,368,-157,-537,-515,-345,-1050,-22,-43
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,1299211,45,-600,686,489,509,869,-286,-4,3210
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,580698,45,-600,686,489,509,1841,-286,-16,-39
0,0,-462162,45,-756,-293,489,509,2326,-286,5,-3
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,498108,-889,368,-420,-537,-515,-345,1241,-7,-45
0,0,-922647,45,368,-420,489,-515,-345,1241,-23,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
0,0,-73281,45,368,686,489,509,-345,-286,-13,-44
1,1,142778,45,-600,686,489,509,626,-286,-23,-42
0,0,-1297021,210,-756,-293,-537,-515,140,-1050,-23,-44
0,0,-1208401,45,-756,-293,489,509,-345,-286,50,3656
1,1,692571,-889,368,-420,-537,-515,-345,478,-18,-45
0,0,-1308836,45,-756,-293,489,509,-345,-286,-10,-34
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-22,-43
0,0,-1271644,45,-756,-293,489,509,-345,-286,-13,124
1,1,262705,45,-600,686,489,509,1841,-286,1430,-35
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1287265,45,-756,-293,489,509,-345,-286,-15,58
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
0,0,-1158178,45,-756,-293,489,509,869,-286,-19,-10
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,284109,210,368,-420,-537,-515,-345,478,-23,-45
0,0,-73281,45,368,686,489,509,-345,-286,-16,-44
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
0,0,-462162,45,-756,-293,489,509,2326,-286,5,-3
1,0,-73281,45,368,686,489,509,-345,-286,-8,-42
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1493809,210,-756,-293,-537,-515,-345,-1050,-22,-44
1,1,627559,45,368,686,489,509,869,-286,-21,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1311826,45,-756,-293,489,509,-345,-286,-19,-39
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1311826,45,-756,-293,489,509,-345,-286,-19,-39
0,0,-1297021,210,-756,-293,-537,-515,140,-1050,-23,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,112481,45,-600,686,489,509,869,-286,-21,-41
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-73281,45,368,686,489,509,-345,-286,-22,-44
0,0,-125701,45,-600,686,489,509,383,-1050,-22,-42
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1158178,45,-756,-293,489,509,869,-286,-19,-10
1,1,1121468,-2922,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,544075,45,-600,686,489,509,1841,-286,98,-39
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,0,-73281,45,368,686,489,509,-345,-286,-22,-43
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1309582,45,-756,-293,489,509,-345,-286,-12,-36
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-73281,45,368,686,489,509,-345,-286,-21,-44
1,1,284109,210,368,-420,-537,-515,-345,478,-23,-45
0,1,284109,210,368,-420,-537,-515,-345,478,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-15,-43
0,0,-1297021,210,-756,-293,-537,-515,140,-1050,-23,-44
0,0,-1285779,45,-756,-293,489,509,-345,-286,-15,65
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,330177,430,368,-420,-537,-515,-345,478,-23,-45
1,1,114815,45,-600,686,489,509,869,-286,-21,-39
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,248600,45,-600,686,489,509,869,-286,-21,71
0,0,-1264205,45,-756,-293,489,509,-345,-286,-12,156
1,1,284109,210,368,-420,-537,-515,-345,478,-23,-45
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,206447,45,-600,686,489,509,-345,-286,-20,201
1,1,178507,45,-600,686,489,509,383,-286,-21,-39
0,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,0,113648,45,-600,686,489,509,869,-286,-21,-40
1,1,284109,210,368,-420,-537,-515,-345,478,-24,-45
0,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1297021,210,-756,-293,-537,-515,140,-1050,-23,-44
1,1,1049022,-2510,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,628467,45,368,686,489,509,869,-286,-18,-41
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,0,-73281,45,368,686,489,509,-345,-286,-18,-39
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,1,284109,210,368,-420,-537,-515,-345,478,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
0,0,-1178070,45,-756,-293,489,509,869,-286,-21,-42
0,0,-1272384,45,-756,-293,489,509,-345,-286,-13,120
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,627559,45,368,686,489,509,869,-286,-21,-44
1,0,-999712,-37,-913,-420,-537,-515,-345,478,-24,-45
0,0,-1493809,210,-756,-293,-537,-515,-345,-1050,-22,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1297021,210,-756,-293,-537,-515,140,-1050,-23,-44
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,579371,-586,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,986568,-2152,368,-420,-537,-515,-345,478,-23,-45
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
0,0,-1297021,210,-756,-293,-537,-515,140,-1050,-23,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1309582,45,-756,-293,489,509,-345,-286,-12,-36
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,943409,-1905,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,624575,45,368,686,489,509,869,-286,-13,-44
0,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,764063,-1081,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1309582,45,-756,-293,489,509,-345,-286,-11,-36
0,0,-1493809,210,-756,-293,-537,-515,-345,-1050,-22,-44
1,0,-73281,45,368,686,489,509,-345,-286,-21,-43
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-20,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,1,284109,210,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-882701,45,-756,-293,489,509,1841,-286,87,-33
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
0,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,284109,210,368,-420,-537,-515,-345,478,-23,-45
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
0,1,282999,210,368,-420,-537,-515,-345,478,-20,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,0,-73281,45,368,686,489,509,-345,-286,-7,-42
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,631799,-724,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-20,-42
0,0,-883465,45,-756,-293,489,509,1841,-286,89,-33
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,358999,-10,368,-420,-537,-515,-345,478,-23,-45
0,0,-1158178,45,-756,-293,489,509,869,-286,-19,-10
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,0,-73281,45,368,686,489,509,-345,-286,-17,-44
1,0,-1356756,-1081,-913,-420,-537,-515,-345,478,-24,-45
1,1,281471,210,368,-420,-537,-515,-345,478,-18,-45
1,1,546501,45,368,686,489,509,869,-286,180,-43
0,0,-1259732,45,-756,-293,489,509,-345,-286,-11,170
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
0,0,-1297021,210,-756,-293,-537,-515,140,-1050,-23,-44
1,0,-73281,45,368,686,489,509,-345,-286,-18,-44
0,0,-1308836,45,-756,-293,489,509,-345,-286,-11,-34
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,212519,45,-600,686,489,509,-345,-286,-22,-36
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1493809,210,-756,-293,-537,-515,-345,-1050,-22,-44
0,0,-1158178,45,-756,-293,489,509,869,-286,-19,-10
1,0,-73281,45,368,686,489,509,-345,-286,180,-43
1,1,284109,210,368,-420,-537,-515,-345,478,-23,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1158178,45,-756,-293,489,509,869,-286,-19,-10
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-20,-42
0,0,-73281,45,368,686,489,509,-345,-286,-22,-43
1,1,627559,45,368,686,489,509,869,-286,-21,-44
0,0,-73281,45,368,686,489,509,-345,-286,-16,-44
1,0,-73281,45,368,686,489,509,-345,-286,-16,-44
1,1,464238,45,-600,686,489,509,1841,-286,355,-37
1,1,569487,-559,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,566524,45,-600,686,489,509,1841,-286,31,-38
0,0,-1297021,210,-756,-293,-537,-515,140,-1050,-23,-44
0,0,-1178070,45,-756,-293,489,509,869,-286,-21,-42
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-882701,45,-756,-293,489,509,1841,-286,87,-33
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,170786,45,-600,686,489,509,626,-286,-23,-14
1,1,145837,45,-600,686,489,509,869,-286,-21,-13
1,1,215349,45,-600,686,489,509,-345,-286,-21,-31
0,0,-1493809,210,-756,-293,-537,-515,-345,-1050,-22,-44
0,0,-1287265,45,-756,-293,489,509,-345,-286,-15,58
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1285779,45,-756,-293,489,509,-345,-286,-15,66
0,0,-1285779,45,-756,-293,489,509,-345,-286,-15,66
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1309594,45,-756,-293,489,509,-345,-286,-18,-30
0,0,-467829,45,-600,686,489,509,-345,-1050,-21,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-379615,210,-595,-420,-537,-515,140,478,-23,-45
1,1,581101,45,-600,686,489,509,1841,-286,-14,-38
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1293221,45,-756,-293,489,509,-345,-286,-16,35
1,0,-73281,45,368,686,489,509,-345,-286,-18,-42
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-21,-42
1,1,412191,-147,368,-420,-537,-515,-345,478,-23,-45
0,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,352166,45,-600,686,489,509,1355,-286,-21,-36
0,0,-922647,45,368,-420,489,-515,-345,1241,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,5,-44
1,1,217466,45,-600,686,489,509,626,-286,-23,32
0,0,-1128961,45,-756,-293,489,509,-345,-286,15,1808
1,1,209857,45,-600,686,489,509,-345,-286,-20,119
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
0,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,628323,45,368,686,489,509,869,-286,-22,-44
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,579371,-586,368,-420,-537,-515,-345,478,-23,-45
0,0,-467829,45,-600,686,489,509,-345,-1050,-21,-44
1,1,861091,-1466,368,-420,-537,-515,-345,478,-23,-45
1,1,1001219,-2235,368,-420,-537,-515,-345,478,-23,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,284109,210,368,-420,-537,-515,-345,478,-24,-45
1,1,115982,45,-600,686,489,509,869,-286,-20,-38
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
0,0,-1311826,45,-756,-293,489,509,-345,-286,-19,-39
1,1,1282711,45,-600,686,489,509,1841,-286,6721,-3
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
0,0,-1252293,45,-756,-293,489,509,-345,-286,-10,201
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
0,0,-1297021,210,-756,-293,-537,-515,140,-1050,-23,-44
0,0,-1297021,210,-756,-293,-537,-515,140,-1050,-23,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1212249,45,-756,-293,489,509,626,-286,-23,-15
1,0,-1356756,-1081,-913,-420,-537,-515,-345,478,-24,-45
0,1,284109,210,368,-420,-537,-515,-345,478,-23,-45
0,0,-822850,-2839,-913,-420,-537,-515,-345,478,-24,-45
1,1,283345,210,368,-420,-537,-515,-345,478,-22,-45
0,0,-1285782,45,-756,-293,489,509,-345,-286,-15,67
0,0,-1256929,45,-756,-293,489,509,383,-286,-15,-32
1,1,910257,-1713,368,-420,-537,-515,-345,478,-23,-45
0,0,-1311080,45,-756,-293,489,509,-345,-286,-21,-37
1,1,627559,45,368,686,489,509,869,-286,-21,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,1,282581,210,368,-420,-537,-515,-345,478,-21,-45
1,1,284109,210,368,-420,-537,-515,-345,478,-23,-45
0,0,-1297021,210,-756,-293,-537,-515,140,-1050,-23,-44
1,1,579588,45,-600,686,489,509,1841,-286,-13,-39
0,0,-1297021,210,-756,-293,-537,-515,140,-1050,-23,-44
0,0,-822850,-2839,-913,-420,-537,-515,-345,478,-24,-45
0,0,-73281,45,368,686,489,509,-345,-286,47,-42
0,0,-1280572,45,-756,-293,489,509,-345,-286,-14,87
0,0,-1311826,45,-756,-293,489,509,-345,-286,-19,-39
1,0,-73281,45,368,686,489,509,-345,-286,-15,-42
0,0,-1493809,210,-756,-293,-537,-515,-345,-1050,-22,-44
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,677279,-889,368,-420,-537,-515,-345,478,14,-45
1,0,113648,45,-600,686,489,509,869,-286,-21,-40
0,0,-1158178,45,-756,-293,489,509,869,-286,-19,-10
