label,dur,rate,proto,dpkts,sttl,dwin,dttl,smean,sbytes,decision,nn_output,threshold,result
ATTACK,8,512,96,28,508,1,504,16,8,1,-263142,-420650,BLOCKED (Correct)
ATTACK,6,512,512,0,508,0,0,41,36,1,-263142,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-263142,-420650,BLOCKED (Correct)
ATTACK,1,512,96,116,124,1,504,511,512,1,-235211,-420650,BLOCKED (Correct)
ATTACK,1,512,96,84,124,1,504,54,28,0,-544897,-420650,MISSED
ATTACK,15,273,272,0,508,0,0,45,6,1,-40922,-420650,BLOCKED (Correct)
NORMAL,0,0,96,28,62,1,58,14,4,0,-768279,-420650,ALLOWED (Correct)
NORMAL,0,0,96,92,62,1,58,34,31,0,-755547,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,27,2,0,-755547,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,16,8,1,-263142,-420650,BLOCKED (Correct)
NORMAL,0,0,96,364,62,1,58,16,80,0,-1269407,-420650,ALLOWED (Correct)
NORMAL,0,0,272,0,508,0,0,223,14,1,-112852,-420650,FALSE ALARM
ATTACK,0,0,96,36,124,1,504,10,6,0,-584253,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,1,512,96,28,508,1,504,16,8,1,-263142,-420650,BLOCKED (Correct)
NORMAL,0,0,96,4,508,1,120,9,3,1,-265202,-420650,FALSE ALARM
ATTACK,0,0,512,0,508,0,0,38,2,1,-265202,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,124,1,504,10,5,0,-582148,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-582148,-420650,MISSED
ATTACK,0,0,96,28,508,1,504,16,8,1,-263142,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-263142,-420650,BLOCKED (Correct)
ATTACK,1,512,96,28,508,1,504,12,7,1,-265034,-420650,BLOCKED (Correct)
NORMAL,0,0,96,36,62,1,58,54,16,0,-741670,-420650,ALLOWED (Correct)
ATTACK,1,512,96,36,508,1,504,15,11,1,-261508,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,148,9,1,-261508,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,33,2,1,-261508,-420650,BLOCKED (Correct)
NORMAL,0,0,96,164,62,1,58,345,512,1,-297739,-420650,FALSE ALARM
ATTACK,0,0,512,0,508,0,0,38,2,1,-297739,-420650,BLOCKED (Correct)
NORMAL,1,512,96,68,62,1,58,48,25,0,-746636,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-725129,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,124,1,504,10,5,0,-582148,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-582148,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,164,62,1,58,339,512,1,-298329,-420650,FALSE ALARM
NORMAL,0,0,96,140,62,1,58,20,34,0,-762636,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-762636,-420650,MISSED
NORMAL,0,0,96,20,508,1,504,14,7,1,-265034,-420650,FALSE ALARM
ATTACK,0,0,96,76,124,1,504,12,14,0,-583358,-420650,MISSED
NORMAL,1,512,96,44,508,1,504,12,8,1,-264354,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,512,0,0,0,0,11,0,1,-47988,-420650,FALSE ALARM
ATTACK,1,512,96,36,508,1,504,16,13,1,-259432,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-259432,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-259432,-420650,BLOCKED (Correct)
ATTACK,3,512,96,84,124,1,504,13,19,0,-582801,-420650,MISSED
ATTACK,0,0,96,68,124,1,504,10,5,0,-582148,-420650,MISSED
ATTACK,0,0,512,0,0,0,0,18,0,0,-582148,-420650,MISSED
ATTACK,0,0,96,20,508,1,504,30,12,1,-231752,-420650,BLOCKED (Correct)
ATTACK,0,0,96,36,124,1,504,28,12,0,-566487,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,20,508,1,504,20,9,1,-251991,-420650,FALSE ALARM
ATTACK,0,0,96,20,508,1,504,37,14,1,-218454,-420650,BLOCKED (Correct)
ATTACK,2,512,96,84,124,1,504,13,18,0,-582801,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,272,0,508,0,0,294,18,1,-102496,-420650,FALSE ALARM
ATTACK,0,0,96,60,124,1,504,30,13,0,-564659,-420650,MISSED
ATTACK,40,512,512,0,508,0,0,13,33,0,-564659,-420650,MISSED
ATTACK,0,0,96,44,508,1,504,15,11,1,-261508,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-261508,-420650,BLOCKED (Correct)
ATTACK,1,512,96,84,124,1,504,59,44,0,-542272,-420650,MISSED
ATTACK,0,0,96,44,508,1,504,16,10,1,-260732,-420650,BLOCKED (Correct)
ATTACK,7,512,96,84,124,1,504,13,19,0,-582801,-420650,MISSED
ATTACK,0,0,96,28,508,1,504,424,272,1,292176,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,231,106,1,57881,-420650,BLOCKED (Correct)
NORMAL,0,0,272,12,62,0,58,59,8,0,-731196,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,19,9,1,-254166,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,20,1,0,-726669,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,452,62,1,58,32,146,0,-1230528,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-725129,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,20,508,1,504,13,7,1,-265034,-420650,FALSE ALARM
NORMAL,0,0,96,92,62,1,58,78,67,0,-707677,-420650,ALLOWED (Correct)
NORMAL,0,0,96,244,62,1,58,17,55,0,-1278134,-420650,ALLOWED (Correct)
ATTACK,0,0,96,28,508,1,504,16,8,1,-263142,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,108,62,1,58,67,69,0,-708952,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-708952,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,36,124,1,504,45,17,0,-551938,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-551938,-420650,MISSED
NORMAL,0,0,96,196,62,1,58,18,45,0,-757950,-420650,ALLOWED (Correct)
ATTACK,1,512,96,84,124,1,504,374,482,1,189962,-420650,BLOCKED (Correct)
NORMAL,0,0,96,340,62,1,58,16,75,0,-1271088,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,30,12,1,-233153,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,28,124,1,504,28,12,0,-566880,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-725129,-420650,ALLOWED (Correct)
ATTACK,7,512,96,340,508,1,504,512,512,1,174501,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,174501,-420650,BLOCKED (Correct)
ATTACK,57,512,272,0,508,0,0,109,281,1,201805,-420650,BLOCKED (Correct)
ATTACK,0,0,96,44,508,1,504,96,40,1,-115374,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,2,512,96,76,508,1,504,512,512,1,173560,-420650,BLOCKED (Correct)
NORMAL,0,0,96,36,62,1,58,53,16,0,-742063,-420650,ALLOWED (Correct)
NORMAL,0,0,96,164,62,1,58,346,512,1,-297739,-420650,FALSE ALARM
NORMAL,9,455,272,0,508,0,0,254,32,1,-109270,-420650,FALSE ALARM
ATTACK,0,0,96,28,508,1,504,35,17,1,-221258,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,2,512,96,36,508,1,504,34,16,1,-223394,-420650,BLOCKED (Correct)
ATTACK,1,512,96,116,124,1,504,15,16,0,-583358,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,1,512,96,52,508,1,504,512,512,1,172175,-420650,BLOCKED (Correct)
NORMAL,0,0,96,364,62,1,58,16,80,0,-1268120,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-725129,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,1,512,96,76,508,1,504,512,512,1,173560,-420650,BLOCKED (Correct)
ATTACK,0,0,512,4,508,0,120,55,8,1,173560,-420650,BLOCKED (Correct)
ATTACK,0,0,272,4,124,0,504,24,1,0,-500963,-420650,MISSED
ATTACK,1,512,96,36,124,1,504,30,12,0,-565787,-420650,MISSED
NORMAL,0,0,96,108,62,1,58,67,64,0,-718014,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,276,62,1,58,17,62,0,-1276667,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,68,62,1,58,36,23,0,-754208,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
ATTACK,7,512,512,0,508,0,0,123,84,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-725129,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,196,62,1,58,18,47,0,-754375,-420650,ALLOWED (Correct)
ATTACK,0,0,96,68,124,1,504,24,13,0,-570506,-420650,MISSED
NORMAL,0,0,272,4,62,0,58,24,1,0,-725129,-420650,ALLOWED (Correct)
ATTACK,0,0,96,20,508,1,504,113,38,1,-92190,-420650,BLOCKED (Correct)
ATTACK,5,512,96,196,124,1,504,59,115,0,-490763,-420650,MISSED
NORMAL,0,0,96,68,62,1,58,53,24,0,-742450,-420650,ALLOWED (Correct)
NORMAL,0,0,272,4,62,0,58,20,1,0,-726669,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,14,1,1,-48701,-420650,BLOCKED (Correct)
NORMAL,1,512,96,68,62,1,58,53,24,0,-742450,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-742450,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-742450,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,7,0,1,-49824,-420650,BLOCKED (Correct)
NORMAL,0,0,512,0,0,0,0,11,0,1,-49824,-420650,FALSE ALARM
ATTACK,0,0,512,0,508,0,0,38,2,1,-49824,-420650,BLOCKED (Correct)
NORMAL,0,0,96,28,508,1,504,14,7,1,-265034,-420650,FALSE ALARM
ATTACK,0,0,512,0,508,0,0,38,2,1,-265034,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-265034,-420650,BLOCKED (Correct)
ATTACK,39,512,96,60,508,1,504,115,87,1,-83655,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,37,15,1,-215372,-420650,BLOCKED (Correct)
NORMAL,0,0,96,164,62,1,58,338,512,1,-298329,-420650,FALSE ALARM
NORMAL,0,0,96,92,62,1,58,46,57,0,-735895,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,1,512,96,36,124,1,504,10,5,0,-582148,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-582148,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650,BLOCKED (Correct)
NORMAL,0,0,96,68,62,1,58,101,63,0,-690149,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,272,0,508,0,0,254,16,0,-698984,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-698984,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-698984,-420650,MISSED
NORMAL,0,0,96,28,124,1,504,29,12,0,-566487,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,37,15,1,-218454,-420650,BLOCKED (Correct)
ATTACK,1,512,96,28,508,1,504,16,8,1,-263142,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,36,508,1,504,20,15,1,-250627,-420650,FALSE ALARM
NORMAL,0,0,96,68,62,1,58,53,24,0,-742450,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-742450,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,30,13,1,-231752,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650,BLOCKED (Correct)
NORMAL,1,512,96,36,124,1,504,30,12,0,-565787,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,68,124,1,504,28,12,0,-566487,-420650,MISSED
ATTACK,57,512,96,512,508,1,504,512,512,1,174501,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,16,8,1,-263142,-420650,BLOCKED (Correct)
NORMAL,0,0,96,68,62,1,58,48,25,0,-746636,-420650,ALLOWED (Correct)
NORMAL,1,512,96,44,508,1,504,34,19,1,-222094,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,14,1,1,-48701,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,60,508,1,504,73,31,1,-144296,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-144296,-420650,BLOCKED (Correct)
ATTACK,10,409,512,0,508,0,0,38,5,1,-144296,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,14,7,1,-265034,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,36,14,1,-220662,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-725129,-420650,ALLOWED (Correct)
ATTACK,0,0,96,20,508,1,504,28,12,1,-235035,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,64,23,1,-159594,-420650,BLOCKED (Correct)
ATTACK,2,512,96,36,508,1,504,18,9,1,-258776,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,34,2,1,-42761,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,68,62,1,58,53,24,0,-742450,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650,BLOCKED (Correct)
NORMAL,0,0,96,36,508,1,504,18,9,1,-258776,-420650,FALSE ALARM
NORMAL,1,512,96,28,508,1,504,26,11,1,-241359,-420650,FALSE ALARM
ATTACK,1,512,96,100,508,1,504,62,64,1,-150446,-420650,BLOCKED (Correct)
NORMAL,0,0,96,44,62,1,58,14,6,0,-765859,-420650,ALLOWED (Correct)
NORMAL,3,512,96,68,62,1,58,36,23,0,-754208,-420650,ALLOWED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-725129,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,164,62,1,58,19,39,0,-763725,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-763725,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-763725,-420650,MISSED
NORMAL,0,0,272,4,62,0,58,24,1,0,-725129,-420650,ALLOWED (Correct)
NORMAL,0,0,96,28,62,1,58,14,4,0,-768279,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,14,1,1,-48701,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-725129,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-725129,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650,BLOCKED (Correct)
NORMAL,0,0,96,68,62,1,58,36,23,0,-754208,-420650,ALLOWED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-725129,-420650,ALLOWED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-725129,-420650,ALLOWED (Correct)
NORMAL,0,0,96,244,62,1,58,17,55,0,-1278134,-420650,ALLOWED (Correct)
ATTACK,0,0,96,76,124,1,504,120,90,0,-448714,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,52,508,1,504,16,11,1,-261508,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,2,512,96,204,62,1,58,26,59,0,-734919,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-734919,-420650,MISSED
ATTACK,0,0,96,28,508,1,504,136,46,1,-60564,-420650,BLOCKED (Correct)
NORMAL,0,0,512,0,0,0,0,11,0,1,-60564,-420650,FALSE ALARM
ATTACK,0,0,96,28,508,1,504,16,8,1,-263142,-420650,BLOCKED (Correct)
NORMAL,0,0,272,12,62,0,58,59,8,0,-731196,-420650,ALLOWED (Correct)
ATTACK,0,0,96,28,508,1,504,78,33,1,-137848,-420650,BLOCKED (Correct)
NORMAL,1,512,96,68,62,1,58,53,24,0,-742450,-420650,ALLOWED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-725129,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,0,-653067,-420650,MISSED
NORMAL,0,0,272,4,62,0,58,24,1,0,-725129,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,272,0,508,0,0,163,10,1,-81165,-420650,FALSE ALARM
ATTACK,1,512,96,28,508,1,504,32,16,1,-225195,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-225195,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,16,8,1,-263142,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,44,124,1,504,27,12,0,-566983,-420650,MISSED
NORMAL,0,0,96,292,62,1,58,17,65,0,-1275676,-420650,ALLOWED (Correct)
ATTACK,0,0,96,36,508,1,504,49,22,1,-190894,-420650,BLOCKED (Correct)
NORMAL,0,0,96,68,62,1,58,97,61,0,-698068,-420650,ALLOWED (Correct)
NORMAL,0,0,96,28,508,1,504,113,38,1,-92190,-420650,FALSE ALARM
ATTACK,0,0,96,28,508,1,504,16,8,1,-263142,-420650,BLOCKED (Correct)
ATTACK,1,512,96,36,124,1,504,31,13,0,-564065,-420650,MISSED
